title,date,author
၇၈ ကြိမ်မြောက် ကုလသမဂ္ဂအထွေထွေညီလာခံ စတင်နေပြီး သံအမတ်ကြီး ဦးကျော်မိုးထွန်း ဦးဆောင်သော မြန်မာကိုယ်စားလှယ်အဖွဲ့ တက်ရောက်,"September 6, 2023",Yangon Khit Thit News Agency -
နိုင်ငံတစ်ဝန်း စစ်ရေးရလဒ်များနှင့်အတူ လက်တွေ့ကျသည့် အုပ်ချုပ်စီမံမှု ယန္တရား စနစ်တကျ အကောင်အထည်ဖော်ရန် NUG ယာယီသမ္မတ သတိပေး,"September 6, 2023",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး လူထု သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"September 5, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 5, 2023",Yangon Khit Thit News Agency -
၂၀၂၆ ခုနှစ် အာဆီယံ အလှည့်ကျ ဥက္ကဋ္ဌ ရာထူးကို မြန်မာအကြမ်းဖက် စစ်ဗိုလ်ချုပ်များ ရယူခွင့် မပြုဘဲ ဖိလစ်ပိုင်ကို လွှဲပြောင်းပေးရန် အာဆီယံ ထိပ်သီးအစည်းအဝေးက ဆုံးဖြတ်,"September 5, 2023",Yangon Khit Thit News Agency -
ရွှေရေကြည် သပိတ် စစ်ကြာင်းက ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 5, 2023",Yangon Khit Thit News Agency -
မြိုင်မြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"September 5, 2023",Yangon Khit Thit News Agency -
ရွာပေါင်းစုံ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 5, 2023",Yangon Khit Thit News Agency -
ရွှေကူမြို့နယ်၊ ကျောက်ကြီးကျေးရွာ တိုက်ပွဲတွင် စစ်တပ်မှ ဒုတပ်ကြပ် ၁ ဦး လက်နက်ချ အညံ့ခံ,"September 5, 2023",Yangon Khit Thit News Agency -
မြန်မာစစ်အုပ်စုက ဦးဆောင်ကျင်းပမယ့် အာဆီယံလေတပ် ညီလာခံကို ဖျက်သိမ်းပေးဖို့ အာဆီယံကို အရပ်ဘက်အဖွဲ့အစည်းများ တောင်းဆို,"September 5, 2023",Yangon Khit Thit News Agency -
KNU တပ်မဟာ ၅ နယ်မြေတွင် တိုက်ပွဲ ၄ ကြိမ်ဖြစ်ပွားပြီး စစ်သား ၄ ဦးသေဆုံး၊ ဖာပွန်တွင် စစ်သား အချင်းချင်းပစ်ခတ်မှု ၂ ဦးသေဆုံး,"September 5, 2023",Yangon Khit Thit News Agency -
ကရင်နီပြည်နယ်တွင် ဩဂုတ်လတိုက်ပွဲများအတွင်း စစ်သား ၁၁၀ ဦးသေဆုံးပြီး ၃ ဦးအရှင်ဖမ်းမိ,"September 5, 2023",Yangon Khit Thit News Agency -
အာဆီယံဥက္ကဋ္ဌ၏ နိုင်ငံရေး အရေခြုံထားသော စီးပွားရေးအကျိုးမျှော် လုပ်ဆောင်မှုများ,"September 5, 2023",Yangon Khit Thit News Agency -
ငြိမ်းချမ်းရေးကို ပိတ်ဆို့တားဆီးနေသည့် မြန်မာစစ်ဗိုလ်ချုပ်များကို အာဆီယံက ပြင်းပြင်းထန်ထန် အရေးယူရေး မလေးရှားနိုင်ငံခြားရေးဝန်ကြီး တိုက်တွန်း,"September 5, 2023",Yangon Khit Thit News Agency -
မြ၀တီတွင် စစ်တပ်နှင့်အရာရှိ ၅ ဦးသေဆုံးပြီး အများအပြားဒဏ်ရာရရှိသော ဒရုန်း တိုက်ခိုက်မှုအပြီး စစ်တပ်လက်အောက်ခံ ဝန်ထမ်းနှင့် မိသားစုများ ဌာနဆိုင်ရာရုံးနှင့်ဝန်ထမ်းအိမ်ရာများမှ ဖယ်ရှားကြရန် Federal Wings က သတိပေး,"September 4, 2023",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ဆန္ဒပြ,"September 4, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 4, 2023",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် ဆန့်ကျင်ရေး လှုပ်ရှားမှု ပြုလုပ်,"September 4, 2023",Yangon Khit Thit News Agency -
ဒီးမော့ဆိုမြို့နယ်ရှိ စစ်ဘေးရှောင် ပြည်သူများကို ဆန်နှင့် ဆီများ လှူဒါန်း,"September 4, 2023",Yangon Khit Thit News Agency -
ကျွန်းစုမြို့နယ်ရှိ ပျူစောထီးများ ပိုင်ဆိုင်သော ခဲမိုင်းလုပ်ကွက်ကို PDF တပ်ဖွဲ့က ဖျက်သိမ်း,"September 4, 2023",Yangon Khit Thit News Agency -
မြ၀တီမြို့နယ်၊ လက်ခတ်တောင်ကို စစ်ကောင်စီတပ်က တိုက်လေယာဉ်များဖြင့် အကြိမ်ကြိမ် ဗုံးကျဲချနေ,"September 4, 2023",Yangon Khit Thit News Agency -
ရွာငံမြို့နယ်၊ နွားဘန်းကြီးကျေးရွာအနီး တိုက်ပွဲဖြစ်ပွားဖြစ်ပွားပြီး အရာရှိ ၂ ဦးအပါအဝင် ၃ ဦးသေဆုံး,"September 4, 2023",Yangon Khit Thit News Agency -
လူငယ်အားမာန် သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 4, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်၊ဆားလင်းကြီးတွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ရွာပေါင်းစုံသပိတ်ချီတက်,"September 4, 2023",Yangon Khit Thit News Agency -
KNU တပ်မဟာ ၅ နယ်မြေတွင် ဩဂုတ်လတိုက်ပွဲများ အတွင်း စစ်တပ်မှ ဗိုလ်ကြီးတစ်ဦးအပါအဝင် ၈၈ ဦး သေဆုံး,"September 4, 2023",Yangon Khit Thit News Agency -
တာမွေ Ocean တွင် စစ်အာဏာရှင်စနစ်ကို အာခံတော်လှန်လှုပ်ရှားမှု ပြုလုပ်,"September 4, 2023",Yangon Khit Thit News Agency -
ပြည်သူများကို သတ်ဖြတ်နေသည့် မြန်မာစစ်ကောင်စီကို အကြမ်းဖက် အဖွဲ့အစည်း အဖြစ် အာဆီယံလူထုဖိုရမ် ACSC/APF 2023 က တရားဝင်ကြေညာ,"September 4, 2023",Yangon Khit Thit News Agency -
မြိုင်နှင့် ရေဖြူတွင် တိုက်ပွဲများ ဖြစ်ပွားပြီး စစ်သား ၉ ဦး သေဆုံး၊ ယင်းမာပင်ရှိ ဘန့်ဘွေး ပျူစောထီး စခန်းကို ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"September 3, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"September 3, 2023",Yangon Khit Thit News Agency -
မြ၀တီမြို့နယ်နှင့်ခရိုင် ရဲစခန်း၊ ထွေ/အုပ်ရုံးကို ယနေ့ ညပိုင်း ဒရုန်းဖြင့် ဗုံးကျဲမှု စစ်သားနှင့်ရဲ ၁၁ ဦးထက်မနည်း ထိခိုက်ဒဏ်ရာရပြီး သေဆုံးသူများရှိနိုင်၊ စစ်တပ်နှင့် BGF များ ရုတ်ရုတ်သဲသဲ ဖြစ်နေ,"September 3, 2023",Yangon Khit Thit News Agency -
အားမာန်သစ် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ဆန္ဒပြ,"September 3, 2023",Yangon Khit Thit News Agency -
ညောင်လေးပင်တွင် တိမ်းမှောက်နေသော လေယာဥ်ဆီဘောက်ဆာကား ကို လုံခြုံရေး ယူနေသည့် ရဲ ၁ ဦး ပစ်ခတ်ခံရပြီး သေဆုံးနိုင်,"September 3, 2023",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓ သားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"September 3, 2023",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 3, 2023",Yangon Khit Thit News Agency -
ကရင်နီပြည်နယ်၊ ဒီးမော့ဆိုတွင် စစ်ကောင်စီတပ်စခန်း ၂ ခုကို သိမ်းယူပြီးနောက် စစ်တပ်က ဂျက်တိုက်လေယာဉ်များဖြင့် ဗုံးကျဲတိုက်ခိုက်၊ လက်နက်ကြီးများဖြင့် တစ်ချိန်လုံး ပစ်ခတ်နေ,"September 3, 2023",Yangon Khit Thit News Agency -
တောင်ကိုရီယားနိုင်ငံရှိ မြို့ ၂ မြို့တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆန္ဒပြ,"September 3, 2023",Yangon Khit Thit News Agency -
မူဆယ်နှင့် ကွတ်ခိုင်တွင် စစ်တပ်က စစ်ကြောင်းထိုးနေသောကြောင့် တိုက်ပွဲများ ဆက်လက်ပြင်းထန်နေ,"September 3, 2023",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး လူထုသပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 3, 2023",Yangon Khit Thit News Agency -
ဒီးမော့ဆိုတွင် စစ်တပ် စခန်း ၂ ခုကို တော်လှန်ရေးတပ်ဖွဲ့များက သိမ်းယူပြီးနောက် တိုက်ပွဲ ဆက်လက် ပြင်းထန်နေ,"September 3, 2023",Yangon Khit Thit News Agency -
မြိုင်တွင် ဗွက်နစ်နေသော စစ်ယာဉ်တန်းကို ဒရုန်းဖြင့် ထပ်မံ ဗုံးကျဲတိုက်ခိုက်,"September 3, 2023",Yangon Khit Thit News Agency -
စဉ့်ကူးမြို့နယ်၊ ရွာသာရွာ ပျူစောထီး စခန်းနှင့် ဝက်လက်မြို့နယ် စိုင်နိုင်ကြီးကွေ့ရှိ စစ်ကြောင်းကို ဗုံးကျဲ တိုက်ခိုက်မှု စစ်သား ၁၉ ဦးသေဆုံး,"September 3, 2023",Yangon Khit Thit News Agency -
ကျောက်ကြီးမြို့နယ်၊ သစ်ချဆိပ် စစ်စခန်း အပါအဝင် စစ်တပ် စစ်ကြောင်းများကို တိုက်ခိုက်မှု စစ်သား ၄၀ ဦးကျော်သေဆုံး၊ သစ်ချဆိပ်စခန်းတိုက်ပွဲတွင် စစ်တပ်ဘက်မှ ၁၅ ဦးသေဆုံးဟု NUG ကာကွယ်ရေးဝန်ကြီးဌာန ထုတ်ပြန်,"September 2, 2023",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓ သားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"September 2, 2023",Yangon Khit Thit News Agency -
ရွှေရေကြည် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 2, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 2, 2023",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ဆန္ဒပြ,"September 2, 2023",Yangon Khit Thit News Agency -
မြိုင်မြို့ပေါ်ရှိ ထွေအုပ်ရုံး၊ ရဲစခန်း၊ ဂိတ်စခန်းများနှင့် အုပ်ချုပ်ရေးမှူး နေအိမ်တို့ကို ဝင်ရောက်တိုက်ခိုက်၊ မကြာမီ မြို့သိမ်းတိုက်ပွဲ ဆင်နွှဲမည်ဟု ပြောဆို,"September 2, 2023",Yangon Khit Thit News Agency -
ညောင်လေးပင်ခရိုင်ရှိ သစ်ချဆိပ်စစ်တပ်စခန်းကို တိုက်ခိုက် သိမ်းပိုက် နိုင်ခဲ့ပြီး စစ်သား ၁၅ ဦးသေဆုံးကာ လက်နက် ၂၂ သိမ်းဆည်းရရှိ,"September 2, 2023",Yangon Khit Thit News Agency -
ဒီးမော့ဆိုမြို့နယ်တွင် တိုက်ပွဲပြင်းထန်နေပြီး စစ်တပ်က တိုက်လေယာဥ်ဖြင့် ဗုံးကျဲနေ၊ ဖရူဆိုမြို့နယ်တွင် စစ်တပ် ယာဥ်တန်းကို မိုင်းဆွဲ တိုက်ခိုက်မှု သေဆုံးသူများပြား,"September 2, 2023",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး လူထုသပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 2, 2023",Yangon Khit Thit News Agency -
ဝက်လက်မြို့နယ်တွင် စစ်တပ် စစ်ကြောင်းကို ၂ ရက်ဆက် မိုင်းဆွဲ ပစ်ခတ်တိုက်ခိုက်မှု စစ်သား ၅ ဦးသေဆုံး,"September 2, 2023",Yangon Khit Thit News Agency -
တနင်္သာရီမြို့နယ်တွင် တိုက်ပွဲဖြစ်ပွားပြီး စစ်သား ၄ ဦးသေဆုံးကာ PDF ရဲဘော် ၁ ဦးကျဆုံး၊ ရေဖြူမြို့ပေါ်ရှိ စစ်တပ် ဂိတ်ကို ပစ်ခတ် တိုက်ခိုက်,"September 2, 2023",Yangon Khit Thit News Agency -
တန့်ဆည် ပင်မသပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 2, 2023",Yangon Khit Thit News Agency -
ငါန်းဇွန်တွင် စစ်တပ်အထိုင်ချတပ်စွဲထားသော စစ်စခန်းကို ဒရုန်းဖြင့် ဗုံးကျဲမှု စစ်သား ၂ ဦးသေဆုံးပြီး စစ်အရာရှိ ၁ ဦး ပြင်းထန်ဒဏ်ရာရ,"September 2, 2023",Yangon Khit Thit News Agency -
ပခုက္ကူ-ရေစကြိုလမ်းတွင် ပျူစောထီး ကားတစ်စီးကို ပစ်ခတ် တိုက်ခိုက်၊ ပြည်သူ့ကား ဖြစ်မည် စိုးရိမ်သဖြင့် သေနတ်ရရှိမည့် အခွင့်အရေး ဆုံးရှုံးခဲ့ရသည်ဟု Young Force (UG) တာဝန်ရှိသူ ပြော,"September 2, 2023",Yangon Khit Thit News Agency -
ချင်းတွင်းမြစ်ကမ်းဘေးကျေးရွာများသပိတ်စစ်ကြောင်းမှ ဦးဆောင်၍ “လိပ်ပြာလုံပါစေ” စာသားကိုင်ဆွဲ၍ စစ်အာဏာရှင် ဆန့်ကျင်ရေးသပိတ်ချီတက်,"September 2, 2023",Yangon Khit Thit News Agency -
မူဆယ်နှင့် ကွတ်ခိုင်တို့တွင် တိုက်ပွဲ ၄ နေရာဖြစ်ပွားပြီး ၁၀၅ မိုင်ရှိ စစ်တပ်ဂိတ်ကို TNLA က ဝင်ရောက် ပစ်ခတ်၊ စစ်တပ်ပစ်ခတ်သော လက်နက်ကြီး ထိမှန်ပြီး ပြည်သူ ၂ ဦးသေဆုံ,"September 1, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင် မြောက်ခြမ်းကျေးရွာများ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
မုံရွာ-အမြင့်လမ်းတွင် စစ်အာဏာရှင် တော်လှန်ရေး လူထုဟောပြောပွဲ ပြုလုပ်,"September 1, 2023",Yangon Khit Thit News Agency -
အားမာန်သစ် သပိတ်စစ်ကြောင်းက ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
မြိုင်မြို့နယ် သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
ရွှေရေကြည် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
ဆားလင်းကြီးရှိ စစ်ဘေးရှောင်ပြည်သူများကို အစားအသောက်များ ကျွေးမွေးလှူဒါန်း,"September 1, 2023",Yangon Khit Thit News Agency -
အာဏာရှင် မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"September 1, 2023",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်းက ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
မူဆယ် ၁၀၅ မိုင်ရှိ တိုးဂိတ်စောင့်နေသော စစ်သားများကို TNLA တပ်ဖွဲ့က ဝင်ရောက် ပစ်ခတ်,"September 1, 2023",Yangon Khit Thit News Agency -
ထန်းတပင်ရှိ စစ်တပ် ဂိတ်စခန်းနှင့် ကင်းပုန်းကို ပစ်ခတ် တိုက်ခိုက်မှု စစ်သား ၈ ဦးသေဆုံး၊ ဘုတလင်ရှိ စစ်တပ်ဂိတ်ကို ဒရုန်းဖြင့် ဗုံးကျဲတိုက်ခိုက်မှု စစ်သား ၃ ဦးသေဆုံး,"September 1, 2023",Yangon Khit Thit News Agency -
ဒီးမော့ဆိုမြို့နယ်ရှိ စစ်ဘေးရှောင် ပြည်သူများကို ဆန်လှူဒါန်း,"September 1, 2023",Yangon Khit Thit News Agency -
အိမ်ပြန်လမ်း သို့မဟုတ် နေပြည်တော်မှာ စိုက်ထူမဲ့ PDF အလံ,"September 1, 2023",Yangon Khit Thit News Agency -
ရွာပေါင်းစုံ သပိတ် စစ်ကြောင်းက ဝမ်ပေါင်-ယန်စီ ကုမ္ပဏီ အလိုမရှိကြောင်း ချီတက် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
ခင်ဦးမြို့နယ်တွင် အကြမ်းဖက်စစ်တပ် စစ်ကြောင်းကို ကြားဖြတ်တိုက်ခိုက်မှု စစ်သား ၄ ဦး သေဆုံး,"September 1, 2023",Yangon Khit Thit News Agency -
အမေရိကန်၊ ဝါရှင်တန်ဒီစီရှိ မြန်မာသံရုံးရှေ့တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆန္ဒပြပြီး စစ်သံမှူး အောင်သူရိန် ထွက်လာစဉ် “စစ်ခွေး အလိုမရှိ” ဟု ကြွေးကြော် ဆန္ဒပြ,"September 1, 2023",Yangon Khit Thit News Agency -
မြိုင်မြို့နယ် သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ညသပိတ် ပြုလုပ်,"August 31, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
ဝက်လက်တွင် မတရားသတ်ဖြတ်ခံရသူ PDF ရဲဘော် ကိုရန်လင်းထွန်းနှင့် ကိုစိုင်းမောင်မောင်နှစ်ဦး ကျဆုံးခြင်း တစ်နှစ်ပြည့် ဆန္ဒထုတ်ဖော်,"August 31, 2023",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြောက်ခြမ်း သပိတ် စစ်ကြောင်းက ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
ရွာပေါင်းစုံ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
အာဏာရှင် မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် တော်လှန် လူငယ်များက စစ်တပ် ထုတ်ကုန် မသုံးစွဲရေး ချီတက် ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
နိုင်ငံရေး အကျဥ်းသားများ ထောင်ဝင်စာ တွေ့ခွင့်ရရှိရေး လှုပ်ရှားမှု ပြုလုပ်,"August 31, 2023",Yangon Khit Thit News Agency -
ဒီးမော့ဆိုမြို့နယ်ရှိ စစ်ရှောင်စခန်းနှင့် ကျေးရွာတစ်ရွာကို စစ်တပ်က တိုက်လေယာဥ်ဖြင့် ဗုံးကျဲ တိုက်ခိုက်မှု ပြည်သူ ၁ ဦးသေဆုံး,"August 31, 2023",Yangon Khit Thit News Agency -
ကလေးမြို့တွင် Non CDM ကျောင်းအုပ်နှင့် ကျောင်းဆရာတစ် ဦး ကို ကလေး PDF တပ်ဖွဲ့က ဖမ်းဆီးခဲ့ပြီး အကြမ်းဖက်တိုက်ဖျက်ရေးဥပဒေဖြင့် အမှုဖွင့်,"August 31, 2023",Yangon Khit Thit News Agency -
အကြမ်းဖက်စစ်ကောင်စီကို တန်ပြန်ထိုးစစ်ဆင်နိုင်ရန် ချင်းအမျိုးသားတပ်မတော်(CNA) မှ ဦးဆောင် သည့် တပ်ပေါင်းစု သင်တန်း ဆင်းပွဲကျင်းပ,"August 31, 2023",Yangon Khit Thit News Agency -
ဆားလင်းကြီးတွင် ဝမ်ပေါင်-ယန်စီ ကုမ္ပဏီ အလိုမရှိကြောင်း ချီတက် ဆန္ဒပြ,"August 31, 2023",Yangon Khit Thit News Agency -
ဖာပွန်ခရိုင်ရှိ စစ်တပ်စခန်းများကို ဝင်ရောက် တိုက်ခိုက်မှု စစ်သား ၃ ဦးသေဆုံး၊ စစ်တပ်က ကျေးရွာများကို လက်နက်ကြီးဖြင့် ပစ်ခတ်သောကြောင့် နေအိမ်များ ပျက်စီး,"August 31, 2023",Yangon Khit Thit News Agency -
ဘုတလင်တွင် ဗကသ ကျောင်းသားများက တော်လှန်ရေးအတွင်း ကျဆုံးခဲ့သော ရဲဘော်များအား အလေးပြု အခမ်းအနား ပြုလုပ်,"August 31, 2023",Yangon Khit Thit News Agency -
ADMM သို့မဟုတ် အကြမ်းဖက် စစ်ကောင်စီအတွက် အာဆီယံ ဟ’ပေးထားသည့် တံခါးများ,"August 31, 2023",Yangon Khit Thit News Agency -
အုတ်တွင်းနှင့် ထန်းတပင် မြို့နယ်အစပ် မြို့ဆိုးရွာတွင် စစ်တပ် ပစ်ခတ်သည့် ဗုံးကျ၍ ပြည်သူ ၂ ဦး ထိမှန် သေဆုံး၊ တိုက်ပွဲဖြစ်ပွားစဉ် စစ်သား ၂ ဦးသေဆုံး,"August 31, 2023",Yangon Khit Thit News Agency -
စစ်ကောင်စီကို တော်လှန်တိုက်ခိုက်နေသော ကျောင်းသားလက်ရုံးတပ်တော် ကို AA က အထူးတိုက်ခိုက်ရေး သင်တန်းပေး,"August 31, 2023",Yangon Khit Thit News Agency -
ဘုရားသုံးဆူမြို့နယ် သပိတ် အင်အားစုများက စစ်တပ်ထုတ်ကုန် မသုံးစွဲရေး လှုပ်ရှားမှု ပြုလုပ်,"August 30, 2023",Yangon Khit Thit News Agency -
ရေဖြူမြို့နယ်ရှိ ရပ်တော်မူဘုရား၌ တပ်စွဲထားသော စစ်တပ်ကို ဝင်ရောက် တိုက်ခိုက်မှု စစ်သား ၃ ဦးသေဆုံး,"August 30, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ဆန္ဒပြ,"August 30, 2023",Yangon Khit Thit News Agency -
အားမာန်သစ် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"August 30, 2023",Yangon Khit Thit News Agency -
ရွာပေါင်းစုံ သပိတ် စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 30, 2023",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓ သားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"August 30, 2023",Yangon Khit Thit News Agency -
ရွှေကူမြို့နယ်တွင် ဗကသ ကျောင်းသားများက စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"August 30, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 30, 2023",Yangon Khit Thit News Agency -
ရေတာရှည်မြို့နယ်၊ ကဲလင်းဆိပ်ရွာကို စစ်တပ်က တိုက်လေယာဥ်ဖြင့် ဗုံးကျဲပြီး လက်နက်ကြီးများဖြင့် ပစ်ခတ်နေ,"August 30, 2023",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး လူထုသပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"August 30, 2023",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်ရှိ ဂေါ့အင်းရွာအနီး ဖြစ်ပွားခဲ့သော တိုက်ပွဲ၌ တော်လှန်ရေး ရဲဘော်များ၏ ခဲယမ်း တချို့ ဆုံးရှုံး,"August 30, 2023",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်ရှိ စည်သူသစ်ကွင်း အနီး တိုက်ပွဲဖြစ်ပွားပြီး စစ်တပ်ဘက်မှ ၇ ဦးသေဆုံးကာ သေနတ် ၁ လက် သိမ်းဆည်းရရှိ,"August 30, 2023",Yangon Khit Thit News Agency -
ကန့်ဘလူမြို့နယ် တောင်ဘက်ခြမ်းသို့ စစ်တပ်က စစ်ကြောင်းထိုးလာ၍ ပြည်သူ ၈၀၀၀ ဝန်းကျင် မိုးထဲရေထဲ စစ်ဘေးရှောင်ပုန်းနေရ,"August 30, 2023",Yangon Khit Thit News Agency -
စစ်ကောင်စီကို သံတမန်ရေးအရ ဖိအားပေးပြီး ဘဏ္ဍာရေးဒေါက်တိုင်များကို စီးပွားရေးပိတ်ဆို့မည့် နိုင်ငံခြားရေးမူဝါဒ NUG ကျင့်သုံးမည်,"August 30, 2023",Yangon Khit Thit News Agency -
